component,PC1,PC2
1,-0.6626376783892526,-1.3305949034545006
2,-2.3540963340976377,-0.42628837569026834
3,-0.24474695780282266,0.6707412924259999
4,1.057910765746132,0.7439106883572889
5,2.9188073906252314,-1.1543110528779874
