Country,Year,comp_1,comp_2,comp_3,comp_4,comp_5
Philippines,2016,0.23639144748027327,0.14121034562418397,0.6077456652001553,0.01465250899728516,3.269810247461069e-8
Poland,2016,0.012245000182442334,8.389768145805466e-4,0.5157035902973665,0.4712123615480805,7.115753042201303e-8
Portugal,2016,0.01208310586310861,0.002015773081736926,0.7593351577550773,0.22656596276308114,5.36996148332855e-10
Qatar,2016,0.03304203154861745,8.775327812198257e-8,5.711184858299676e-5,4.141163352373282e-5,0.9668593572159979
Romania,2016,0.02137158387965311,0.019327369665819688,0.9207991860501697,0.038501860396996636,7.360950014170386e-12
Rwanda,2016,0.9122901052416943,0.08753602978057856,1.7386455582819933e-4,4.216814565623686e-10,2.1760972235537695e-13
Saudi Arabia,2016,0.05661840866777448,7.037611132953947e-4,0.31580637036429055,0.6263955800528859,4.75879801753473e-4
Senegal,2016,0.056187431444403795,0.9107475525327735,0.033064021416395084,9.94606427486377e-7,1.899859238419764e-17
Serbia,2016,0.04450739864196551,0.16999780972232906,0.7822168833940693,0.003277908241540344,9.570751599830702e-14
Sierra Leone,2016,0.039738136525588594,0.9596467704847471,6.150929044686321e-4,8.519543576914291e-11,1.1954607985953416e-22
Singapore,2016,0.011311922294153969,2.2556382095405592e-8,3.8698985313736e-5,6.510840865989806e-5,0.9885842477554901
Slovakia,2016,0.010468134732571122,0.0014684133886776324,0.7803512659604621,0.20771218579630735,1.2198197978978702e-10
Slovenia,2016,0.02423087246048273,4.851584590716446e-4,0.31486731936402895,0.6603803762454322,3.62734709847002e-5
Somalia,2016,0.7724544779052412,0.2274640082336521,8.151384284005204e-5,1.826669628645298e-11,1.7899709512526453e-16
South Africa,2016,0.07606799816660548,0.49354975578431215,0.42987443846297263,5.078075860573417e-4,5.227219413954796e-14
South Sudan,2016,0.040263907978156946,0.9597114185242667,2.4673497553078744e-5,2.2948888594714595e-14,8.034538477946226e-28
Spain,2016,0.005192607474282966,4.201888784501896e-5,0.1928116281933017,0.8019524377414936,1.3077030767394612e-6
Sri Lanka,2016,0.8089614931307476,0.14405394052451528,0.04689425250936529,9.027081342073923e-5,4.302195117229084e-8
Sudan,2016,0.023417889304612617,0.9667897618938047,0.009792339253684881,9.54789777876672e-9,2.3706575881295487e-23
Sweden,2016,0.010165270143301604,4.043985286608395e-9,6.343139195305251e-6,5.6708348000451824e-6,0.9898227118387173
Switzerland,2016,0.001728574941500683,5.862497374655156e-10,7.959111794223346e-6,4.77054152488973e-5,0.9982157599452063
Taiwan Province of China,2016,0.01803552649578947,7.022620319673493e-4,0.39901040160182594,0.5822490486404759,2.7612299415157563e-6
Tajikistan,2016,0.26979560356294185,0.5783875308292378,0.15166317196368126,1.5369361627899024e-4,2.7859920991325516e-11
Tanzania,2016,0.05475774570058518,0.941908037172452,0.0033342106132560694,6.513706826244762e-9,1.5535533634844799e-19
Thailand,2016,0.9701553371390037,0.003266427020777137,0.02377319162254442,0.0010471497256064487,0.0017578944920680843
Togo,2016,0.03218596978580194,0.9677928752562622,2.115495792539499e-5,1.0780872372050365e-14,5.049914181172772e-29
Trinidad and Tobago,2016,0.09966204993299932,0.008408188948022303,0.6338575748143465,0.2580623261752763,9.860129355623071e-6
Tunisia,2016,0.043798419970474095,0.3308273224517126,0.625065705939661,0.00030855163815199284,3.893461367301001e-17
Turkey,2016,0.016237736970809328,0.011212809489278544,0.9342301744167985,0.03831927912180322,1.3101633379393194e-12
Turkmenistan,2016,0.33723917224964683,0.033504074979372696,0.5609916284783345,0.06825008568283586,1.5038609810224292e-5
Uganda,2016,0.0657147641693505,0.9306517450539428,0.0036334812738877216,9.5028188719113e-9,6.873161488468524e-19
Ukraine,2016,0.048807114209101034,0.4499517192412226,0.5010260346042233,2.151319454530888e-4,9.282146919363039e-17
United Arab Emirates,2016,0.08622883203037256,7.128051374990651e-6,0.0067480755780370575,0.017945799869169658,0.8890701644710457
United Kingdom,2016,0.2062772844645283,2.9130369037384425e-6,5.105751918231114e-4,1.678289372317999e-4,0.7930413983695136
United States,2016,0.14319006731936243,3.0475140883875562e-5,0.03173225148340769,0.10879700538396939,0.7162502006723763
Uruguay,2016,0.046487830987117916,1.3005496190179498e-4,0.16945183734767513,0.7778496466092154,0.006080630094089629
Uzbekistan,2016,0.9689240523720524,0.0022468348252297245,0.023199200924173283,0.0013979649529998904,0.004231946925544346
Vietnam,2016,0.31463699073420265,0.1308711258182761,0.5404244203311628,0.014067336319147875,1.2679721092952764e-7
Zambia,2016,0.08502600445519644,0.8739169119015446,0.04105445343357798,2.6302096799819847e-6,7.713943906429442e-16
Zimbabwe,2016,0.026601744913018265,0.9712781499363105,0.002120104338087773,8.125832134961359e-10,7.279971296425602e-23
Afghanistan,2017,0.027590317291249895,0.9723069109510795,1.0277175709994705e-4,5.708396086205823e-13,8.771415001112896e-27
Albania,2017,0.05280554290283592,0.09687460456956214,0.8362890388008231,0.014030813702563738,2.4215297765126215e-11
Algeria,2017,0.012506726027821994,0.0026210050285882807,0.807362801971346,0.17750946678476656,1.8747696469189562e-10
Angola,2017,0.027553907212535853,0.9516798980861574,0.02076618403834777,1.0662958804649477e-8,1.781724496264833e-25
Argentina,2017,0.003638810483851545,1.0001846502981792e-5,0.12622680708334885,0.870122432048434,1.94853786253682e-6
Armenia,2017,0.0322835051804573,0.12482946704848631,0.8419664966579565,9.205311130999116e-4,4.893498161830482e-17
Australia,2017,0.0028861737537617506,1.9028798003726414e-10,1.026408169977312e-6,1.5407910269416696e-6,0.9971112588567533
Austria,2017,0.006960690926911007,4.869896281581815e-8,9.687575345608342e-4,0.016933049676759307,0.975137453162806
Azerbaijan,2017,0.015569285944361532,0.002910445018751406,0.7361448001647944,0.24537546545777852,3.414314087886663e-9
Bahrain,2017,0.025639607977965093,1.3946399580878968e-5,0.07629903234067437,0.8703924725112968,0.02765494077048291
Bangladesh,2017,0.14465808978553404,0.5367787563051292,0.31803604347903613,5.271104263823687e-4,3.918178104564371e-12
Belarus,2017,0.01164341662260687,6.015483367934699e-4,0.45306840650141894,0.5346864538822164,1.746569642875842e-7
Belgium,2017,0.015283827330156584,2.1895759379295138e-7,0.007753703339817688,0.21254683516233755,0.7644154152100942
Benin,2017,0.03476827235728821,0.9645508053516735,6.809221994129376e-4,9.162523335820661e-11,5.358688449066995e-23
Bhutan,2017,0.9578134829365411,0.01297325848448153,0.028735472530958678,4.185168471044472e-4,5.926920091426342e-5
Bolivia,2017,0.08652445626616127,0.013019170790605274,0.709123405579151,0.1913314566936865,1.5106703957560979e-6
Bosnia and Herzegovina,2017,0.06326349429221151,0.10002410545809556,0.8204073867159389,0.016305013440683323,9.307077121269994e-11
Botswana,2017,0.04316819450948182,0.08416229571068469,0.859309615592224,0.013359894180198662,7.410754081489457e-12
Brazil,2017,0.0074591205207933985,5.289438837563251e-5,0.16843082212246432,0.8240414655990587,1.5697369307929248e-5
Bulgaria,2017,0.01081854282816107,0.002057650882777274,0.8861718536704596,0.10095195261518985,3.4123214244197285e-12
Burkina Faso,2017,0.0680110346624711,0.9213234033142591,0.010665450639703575,1.1138356639806614e-7,1.1033065909203592e-17
Burundi,2017,0.020034245020860184,0.9799519056320817,1.3849347057594705e-5,7.902294396274318e-16,3.2864918020201836e-33
Cambodia,2017,0.6366904839175499,0.3236150685897804,0.039671472332161874,2.297449220497913e-5,6.68303054627094e-10
Cameroon,2017,0.08484580442615618,0.8752458970679361,0.039905829351330184,2.4691545769897364e-6,7.214941763261859e-16
Canada,2017,0.0020991596308795246,3.2701783370234247e-10,2.6573816879490004e-6,7.903832800035871e-6,0.9978902788276148
Chad,2017,0.021325594084109216,0.9772107124269829,0.0014636932883688788,2.0053913843679225e-10,1.3742952961744368e-24
Chile,2017,0.02513047428738795,8.979863096145996e-5,0.15693093506485453,0.8163599544957851,0.001488837521010954
China,2017,0.009026633328084446,7.641105367784954e-4,0.7603038785866315,0.22990537749253118,5.597431858911315e-11
Colombia,2017,0.007650413551948073,1.4877334373952398e-4,0.2870227939279905,0.7051773005679188,7.186084032433895e-7
Comoros,2017,0.03308429553576332,0.9639349510199933,0.0029807508257369392,2.618506407574606e-9,1.726043346584444e-21
Costa Rica,2017,0.012250647976760358,4.641412260160734e-6,0.05573037982948651,0.9221125574293145,0.009901773352178426
Croatia,2017,0.03425365529763109,0.023437406620489362,0.8751982375394884,0.06711069992767686,6.147145289998505e-10
Cyprus,2017,0.015919628679262807,6.533624179178318e-4,0.40433363420411633,0.5790918143342155,1.5603644877951572e-6
Czech Republic,2017,0.0030587924777608407,3.0325853632818764e-6,0.10887310988855267,0.8880644365076884,6.285406349413955e-7
Denmark,2017,0.0010428097776477682,2.1263433915047256e-11,4.375065117777985e-7,1.4143502462447854e-6,0.9989553383443307
Dominican Republic,2017,0.029126743649996914,0.0011016257521360132,0.42011144484385704,0.5496497575150999,1.0428238910126866e-5
Ecuador,2017,0.014319600298662883,3.434502451380117e-4,0.3144877799466314,0.6708435200388587,5.649470709114979e-6
El Salvador,2017,0.01318700544381954,0.0017514488033361,0.6769189391043916,0.3081426014785743,5.169878417542997e-9
Estonia,2017,0.004917871611871906,1.6083532301913175e-5,0.1183386892240751,0.8767117110135777,1.56446181733358e-5
Ethiopia,2017,0.2639908671486939,0.724472198971234,0.011536529181055173,4.0469897025480417e-7,4.682223400015399e-14
Finland,2017,9.151661821755903e-4,1.1931518680830787e-10,7.870161558320655e-6,1.2031448959570698e-4,0.9989566490473554
France,2017,0.004191255590315721,1.283960267771051e-6,0.04614900812047284,0.9492923902910874,3.6606203785608546e-4
Gabon,2017,0.023529758094805887,0.047482889882639503,0.9230980181213877,0.005889333901158317,8.907395857955098e-15
Georgia,2017,0.06912872473295774,0.2667665697451136,0.6614398819645859,0.0026648235564371426,9.054984276283151e-13
Germany,2017,0.004090545842509855,1.2898559363170017e-8,1.656554571233814e-4,0.0017809755398901104,0.9939628102619172
Ghana,2017,0.07493487612790575,0.8806572674891554,0.04440516395934823,2.6924235903651695e-6,3.3945791215589047e-16
Greece,2017,0.014009316716907024,9.626749514881123e-4,0.9645348200418531,0.020493188289751066,8.454472212069914e-16
Guatemala,2017,0.1276793415614487,0.003820692243149821,0.4956395236161036,0.3726755786978275,1.848638814706395e-4
Guinea,2017,0.051105831011267186,0.9482869697338148,6.071991460667195e-4,1.0885112207522731e-10,7.517719127094631e-22
Haiti,2017,0.10156877002328635,0.898412661060812,1.856891587473847e-5,2.7164898706443983e-14,1.575230728365089e-25
Honduras,2017,0.07893951495117368,0.09512370613071722,0.8047470393601147,0.021189738981968433,5.760258728490569e-10
Hungary,2017,0.010364830688964568,0.001250069377344297,0.905389028851237,0.08299607108196765,4.86596853002131e-13
Iceland,2017,0.0015634453174978326,4.931470708981375e-10,8.050888373541992e-6,5.492306257243195e-5,0.998373580238409
India,2017,0.1576184489592069,0.6465857292062045,0.1956316526311244,1.64169201941232e-4,1.523205631312121e-12
Indonesia,2017,0.9489234301329419,0.029671238413121127,0.021308750707009372,9.385521809125431e-5,2.7255288360975833e-6
Iraq,2017,0.0684949904941516,0.19035263063052377,0.7356167754922245,0.005535603377142384,5.957850547355209e-12
Ireland,2017,0.002297112349867044,7.464557781140395e-10,6.076371430227054e-6,2.3226013311764615e-5,0.9976735845189353
Israel,2017,0.018189556065570142,6.167199255972092e-6,0.05868133860889212,0.8968677092155859,0.026255228910696083
Italy,2017,0.004699959550566298,3.954998457992736e-5,0.29724338690074775,0.6980170860375903,1.752651594041657e-8
Jamaica,2017,0.03603587717314153,0.004117290392563146,0.6311860869038108,0.3286600899907658,6.555397183497941e-7
Japan,2017,0.003762683778636086,1.1510586661006278e-6,0.047085186316772276,0.9489531015334499,1.9787731247566798e-4
Jordan,2017,0.031802196889999565,0.005665235305025576,0.7075308291541804,0.2550016338380104,1.0481278418773817e-7
Kazakhstan,2017,0.014312709736968821,2.361107915975982e-4,0.26512575157045,0.7203095477237105,1.5880177273290327e-5
Kenya,2017,0.49713681041497354,0.4889416972231997,0.013920247001732944,1.24535535566952e-6,4.738047181085025e-12
Kosovo,2017,0.11466909781413626,0.1365425523084855,0.7339397858308644,0.014848562906361006,1.1401528070921408e-9
Kuwait,2017,0.032923104314872165,3.0417805117031357e-5,0.10006628018068704,0.8466559507705455,0.020324246928777965
Latvia,2017,0.007914545888772067,3.0215973698986674e-4,0.43660021353004513,0.5551830477600227,3.3084169948143467e-8
Lebanon,2017,0.03513422431965658,0.016151867211290707,0.8421483335866882,0.10656557103183327,3.850531471686334e-9
Lesotho,2017,0.04892000752843183,0.9267058810472135,0.024373680355690767,4.310686640330667e-7,3.3892313168643875e-18
Liberia,2017,0.03318936331654993,0.9661346417650623,6.759948340645517e-4,8.432339212530969e-11,3.4684758657012546e-23
Libya,2017,0.018097454641809656,0.0015885898050386974,0.557995923189154,0.4223178478304121,1.8453358544807975e-7
Lithuania,2017,0.010600480892053966,1.9967081411568835e-4,0.8562511292930706,0.13294871900041064,3.491120681847229e-13
Luxembourg,2017,0.0015253963166683563,7.040350542704955e-10,4.072499430082425e-5,8.027583612595326e-4,0.9976311196237361
Madagascar,2017,0.026148106972505813,0.967603301776355,0.006248583779759805,7.471379527865597e-9,3.3763896475220477e-22
Malawi,2017,0.08502617323749027,0.9141779741447541,7.958522913287004e-4,3.2642689326892465e-10,4.565562256232796e-20
Malaysia,2017,0.23305690355736483,0.0034739554193044166,0.4278587876986086,0.3341290727955856,0.001481280529136371
Mali,2017,0.061836297959768645,0.8413576181212757,0.09679584060309414,1.0243315861326538e-5,1.839833006398294e-16
Malta,2017,0.04675747161608303,2.0904020880270457e-7,1.0891987869342968e-4,7.506107617431966e-5,0.9530583383888402
Mauritania,2017,0.05499927040603282,0.7880683419894686,0.1569114317930737,2.0955811424731292e-5,7.212454816522522e-17
Mauritius,2017,0.15987010385204845,0.006088960528013253,0.5391277003944236,0.29478401562781403,1.2921959770086064e-4
Mexico,2017,0.006663819833607121,6.846211303335534e-5,0.20534406363645627,0.787920523299861,3.1311170422567206e-6
Moldova,2017,0.027811879323629333,0.030359590526972752,0.9080339341021434,0.03379459602840278,1.8851614985896735e-11
Mongolia,2017,0.08577905273024375,0.018295485734948966,0.749725542090281,0.14619942181977968,4.976247467857038e-7
Montenegro,2017,0.020956242586110847,0.010026972259623566,0.8698840319018136,0.099132752992745,2.5970718461624966e-10
Morocco,2017,0.025545878876107157,0.040781567133550266,0.9181678306034308,0.015504723386229428,6.823514781089578e-13
Mozambique,2017,0.34799734948902594,0.6505398775261679,0.001462768875017071,4.109788600910076e-9,8.248337530790203e-16
Myanmar,2017,0.9999624897500992,3.75052721171933e-5,4.977780479850348e-9,3.4060023513595015e-17,2.3817035319764494e-15
Namibia,2017,0.042258654018606304,0.07256647942612715,0.8684313327009496,0.016743533840342485,1.3974535669064698e-11
Nepal,2017,0.5147157197915813,0.3346535950189384,0.15025398030725198,3.767011119469789e-4,3.770281298872532e-9
Netherlands,2017,0.0036884636652999036,7.335385086157844e-10,3.061184856274644e-6,5.415779969405214e-6,0.9963030586363358
New Zealand,2017,0.008849965478686786,7.553021985327192e-11,1.8653947695402754e-7,5.836201420047694e-8,0.991149789544292
Nicaragua,2017,0.19715009264951275,0.007888441859905159,0.5478213757467107,0.24700381822500478,1.362715188665282e-4
Niger,2017,0.07119199958725478,0.9208480823643386,0.007959857278455575,6.076995129595192e-8,7.907231459915292e-18
Nigeria,2017,0.09858526469809126,0.6290422690731976,0.27215945525405255,2.1301097455218087e-4,1.0641503922585997e-13
North Macedonia,2017,0.041712476482220345,0.016944517818037245,0.82555620144211,0.11578679321913163,1.1038501039464178e-8
Norway,2017,8.065056040775226e-4,3.8765893276721053e-11,1.4470502419932794e-6,1.0448499786325763e-5,0.999181598807128
Pakistan,2017,0.1600997239328543,0.7859312332729045,0.05396032178593535,8.721008216624092e-6,8.910617509814247e-14
Panama,2017,0.00909841305503977,2.0997419077978028e-5,0.10416036392645865,0.8863796894075016,3.4053619192226525e-4
Paraguay,2017,0.03161726448273877,0.0017160449607169464,0.4870302624389351,0.4796318500687017,4.578048907405105e-6
Peru,2017,0.013115978253437901,0.0015039746972209025,0.6394069386816222,0.345973097967915,1.0399804267227739e-8
Philippines,2017,0.08513310881475962,0.012296093908918154,0.703606431656752,0.198962694575486,1.6710440843502856e-6
Poland,2017,0.004928238721934054,2.150172021188743e-5,0.1371616847618343,0.8578812944958283,7.2803001913846164e-6
Portugal,2017,0.0053081591715221374,7.218390162168458e-5,0.3526169748374273,0.6420026704382367,1.1651192315035129e-8
Qatar,2017,0.003523534025850531,1.4269524715194811e-9,6.777761398554149e-6,1.7273176828918203e-5,0.9964524136089696
Romania,2017,0.009290998192315138,5.957674086904596e-4,0.5506953280469004,0.439417897568261,8.783833022737614e-9
Rwanda,2017,0.9245845872763103,0.07435968362100959,0.0010556917527904004,3.7270255517909714e-8,7.963399949871465e-11
Saudi Arabia,2017,0.015844636354820644,1.813067250803305e-5,0.0890153346712853,0.8911220175597647,0.003999880741620978
Senegal,2017,0.10506318358393962,0.4819885902204598,0.41219376110993267,7.544650847122043e-4,9.556649857018344e-13
Serbia,2017,0.021504790131954478,0.011964847671974949,0.8842959524307338,0.08223440962439071,1.409459632599092e-10
Sierra Leone,2017,0.06525761499096074,0.9316193942057326,0.0031229841428979804,6.6604087204385114e-9,4.434326403012871e-19
Singapore,2017,0.0014394289004702816,9.488890893232566e-11,1.2170401009131938e-6,3.998416249460365e-6,0.9985553555482904
Slovakia,2017,0.0052616737174740035,6.098640854627695e-5,0.36690878357201984,0.627768550505091,5.796868684548949e-9
Slovenia,2017,0.008440400503129677,1.6312067222323044e-5,0.09567386030564784,0.8954933473160707,3.7607980792945254e-4
Somalia,2017,0.7961255726556963,0.20346108409639968,4.133421336797751e-4,1.1141673188313193e-9,5.679965328745268e-14
South Africa,2017,0.04407738920586915,0.0501767217144138,0.8738985938798,0.03184729505399138,1.4592542640799923e-10
South Sudan,2017,0.0329739659312454,0.9669083712049042,1.1766286277294187e-4,1.0776356018178555e-12,8.384120430267701e-26
Spain,2017,0.00323758140133916,1.7647654772509048e-6,0.06149415906902234,0.9352349397637758,3.15550003855373e-5
Sri Lanka,2017,0.8826925981349305,0.028112344668982384,0.08714270479238662,0.002016484457573639,3.586794612724583e-5
Sudan,2017,0.036602237710872086,0.8794186477337252,0.08397763512055104,1.4794348518021987e-6,2.6089173594688825e-20
Sweden,2017,0.001612450197027102,7.061032743725433e-11,7.665528006427216e-7,1.8725752701216409e-6,0.9983849106042918
Switzerland,2017,6.83776060314536e-4,3.053565293642453e-11,2.3143243071161458e-6,2.818719708739185e-5,0.9992857223877554
Taiwan Province of China,2017,0.0061426673560816564,1.87762208743329e-5,0.112937765028895,0.8808480933901189,5.2698004029950936e-5
Tajikistan,2017,0.24721100168305546,0.10826988395096108,0.6230808817432689,0.02143812382256307,1.0880015163796041e-7
Tanzania,2017,0.11495581920145355,0.8757777145095432,0.00926633703057226,1.2925843058923718e-7,2.3337969695282785e-16
Thailand,2017,0.7627689680249982,3.027982094719421e-4,0.022072051719345565,0.007227683760613629,0.20762849828557098
Togo,2017,0.03265368874161789,0.9669829939546452,3.633172855540676e-4,1.8182893077144833e-11,4.195430966503152e-24
Trinidad and Tobago,2017,0.040203960498540706,5.233039586961942e-4,0.29598486186614675,0.6630326565986114,2.552170780048329e-4
Tunisia,2017,0.0246382695524531,0.05121082146413296,0.9173097280681741,0.006841180915216755,2.3252785305582588e-14
Turkey,2017,0.008706427089640568,6.38255214491277e-4,0.7247245713204403,0.26593074626961283,1.0581484565500854e-10
Turkmenistan,2017,0.1716109199733723,0.0018696426901599207,0.3793040142208389,0.4449805342721816,0.0022348888434473913
Uganda,2017,0.1352129350714795,0.8501326413340322,0.014654010077998903,4.13516487245491e-7,1.8044523489937972e-15
Ukraine,2017,0.04798557785978565,0.2294529063229231,0.7206866450020282,0.0018748708152339151,2.919472537870575e-14
United Arab Emirates,2017,0.00824056118735244,2.546717793732748e-8,7.291523489560643e-5,2.2424649303414402e-4,0.99146225161754
United Kingdom,2017,0.013865254410832306,3.453655086710876e-8,5.036362385948572e-5,7.804626868426715e-5,0.9860063011600728
United States,2017,0.02574753845449661,1.0684759488218964e-6,0.007591133212817549,0.08819478448330549,0.8784654753734316
Uruguay,2017,0.014530047834588559,7.433305337781227e-6,0.0645541740690602,0.9108585995802712,0.010049745210742195
Uzbekistan,2017,0.8606826707843526,1.9986895610643943e-4,0.0077065726534993545,0.0011460803201822408,0.13026480728585949
Vietnam,2017,0.093420701547543325,0.010371627240296968,0.670371064671689,0.22583244670331082,4.159837159966285e-6
Zambia,2017,0.15016774856406026,0.734832996518871,0.11495438514343727,4.486977333089143e-5,3.0060154279711326e-13
Zimbabwe,2017,0.044726029698883785,0.9355650657401321,0.019708663156815694,2.4140416847197963e-7,1.0467217776391926e-18
Afghanistan,2018,0.016494460591215964,0.9832820184639581,2.2352094406716358e-4,7.589036617627378e-13,2.066788384916146e-29
Albania,2018,0.034199389784240225,0.05246553433882477,0.8930840477447393,0.020251028123211647,8.983798799484757e-12
Algeria,2018,0.015523435367478062,0.01159730467390926,0.9545163759223259,0.018362884036248,3.894910876434248e-14
Angola,2018,0.03855537213330115,0.8909798900367577,0.07046460748124454,1.3034869648668587e-7,2.2917631117958988e-24
Argentina,2018,0.0032915593223672617,6.469151289803471e-6,0.12326444525077104,0.8734366147652968,9.115102751024864e-7
Armenia,2018,0.031672102206797344,0.12018367496767424,0.846840875693818,0.001303347131710285,1.9796885462785768e-16
Australia,2018,0.0010255566016359266,1.1315415114842972e-10,3.0692289841795696e-6,2.260667355594621e-5,0.9989487673826697
Austria,2018,0.006718697872038518,2.381116210394716e-8,0.001516340659644578,0.047981938375896004,0.9437829992812589
Azerbaijan,2018,0.014511963197976159,0.002429985756448885,0.7198063340082305,0.26325171357645677,3.4608878216888094e-9
Bahrain,2018,0.02572775117830115,2.8553713332083607e-5,0.10017712985375737,0.8636796807972809,0.010386884457328854
Bangladesh,2018,0.18520804811989622,0.28622109920775135,0.5245824118566172,0.0039884403231346495,4.926002699258725e-10
Belarus,2018,0.008081553103430218,3.338818220625261e-4,0.4547090262464708,0.5368755130196363,2.5808400331066348e-8
Belgium,2018,0.01551578037187422,1.5850405787200752e-7,0.010761134635255565,0.39143101120580875,0.5822919152830034
Benin,2018,0.033371353424106104,0.9648804023391555,0.0017482434430679346,7.936708590311485e-10,5.207467641994723e-22
Bhutan,2018,0.7548340339275049,0.024548880354983343,0.20674227280951926,0.013744468886334607,1.303440216583225e-4
Bolivia,2018,0.03545763345917902,0.00596515668711203,0.7000949074874044,0.2584821275955002,1.7477080442310087e-7
Bosnia and Herzegovina,2018,0.026769789588738543,0.028201391767478684,0.9098029852801123,0.035225833345705025,1.7965860600461944e-11
Botswana,2018,0.03240510857106612,0.06338387313042465,0.8915963989453064,0.012614619351914099,1.2885981192671077e-12
Brazil,2018,0.005030123354235222,3.314525201224493e-5,0.17216373995475015,0.8227707821793498,2.209259652652086e-6
Bulgaria,2018,0.009247991255643077,7.321379425594122e-4,0.8255000347411052,0.16451983605405532,6.637265773620363e-12
Burkina Faso,2018,0.06246313439046217,0.8803504657999773,0.057182825184615385,3.5746249451119555e-6,1.0615055247693406e-16
Burundi,2018,0.017877750316480014,0.982100317619453,2.1932064066148118e-5,1.2308913729910538e-15,5.128716790589741e-34
Cambodia,2018,0.3749990590291963,0.25775609664760624,0.3642510478933382,0.0029937840752388653,1.2354620235081928e-8
Cameroon,2018,0.0790821917562434,0.8204429749720007,0.10045865327903081,1.6179992723055614e-5,1.957732479799573e-15
Canada,2018,0.0011577278382841581,2.7813651498310067e-10,9.868648476323154e-6,1.1432422170200774e-4,0.9987180790134013
Chad,2018,0.022043781778392516,0.9754521459004368,0.0025040716257235503,6.954469923162196e-10,6.182384303703249e-24
Chile,2018,0.006227711110901156,3.767689106618762e-5,0.15650663436367462,0.8372172532276754,1.0724406682689016e-5
China,2018,0.007639140488358608,2.4778784025274116e-4,0.39844827578039343,0.5936647359966676,5.989432780035323e-8
Colombia,2018,0.005797747330333488,8.52289058407876e-5,0.27310931147019485,0.7210074821139412,2.301796894772281e-7
Comoros,2018,0.02735529606247173,0.9711718469223539,0.0014728566355857134,3.795887732773051e-10,4.3241102003477465e-23
Costa Rica,2018,0.006148031363880453,1.2558503349930597e-6,0.04047999890970178,0.9506886098229294,0.002682104053153295
Croatia,2018,0.01180842078544688,0.0018935804007445146,0.756398179238922,0.22989981907185353,5.030326553315136e-10
Cyprus,2018,0.007316209677089697,1.242053516557011e-4,0.2680123688240038,0.7245462999150882,9.162321627062929e-7
Czech Republic,2018,0.003002394807038881,8.824484842031301e-7,0.07802489264953345,0.9189705641216325,1.2659733110518241e-6
Denmark,2018,6.100936325792122e-4,7.420683278106895e-12,4.5661836528459907e-7,3.0439869139828596e-6,0.9993864057547209
Dominican Republic,2018,0.01262340365505928,3.8564646934038704e-4,0.34943266384272453,0.6375565613249409,1.724707934790528e-6
Ecuador,2018,0.00931856351889211,1.1610457190779236e-4,0.2233534280058494,0.7672037183536726,8.185549678059434e-6
El Salvador,2018,0.010635900561014978,8.686665563825671e-4,0.5852512997702426,0.4032441233473064,9.765053215290489e-9
Estonia,2018,0.004379760688399291,6.084548889657551e-6,0.08111093393864952,0.9144491223413774,5.409848268403207e-5
Ethiopia,2018,0.1566951206498034,0.7805265946916541,0.06276629929618693,1.1985362247859813e-5,1.0756487486020141e-13
Finland,2018,6.7811489958957e-4,2.3801929626289018e-11,3.7239612132420202e-6,7.030441379065869e-5,0.9992478567016048
France,2018,0.003965886653999438,4.818461573753772e-7,0.035685003236994195,0.9598442793265501,5.043489362989705e-4
Gabon,2018,0.0207616585188404,0.03210663963411876,0.9385094986401796,0.008622203206844616,1.6568107919674477e-14
Georgia,2018,0.062020742791790956,0.24057669705664114,0.6945104692826692,0.002892090868327856,5.70889970403123e-13
Germany,2018,0.004878838319228464,2.0208735588113584e-8,4.791005299017004e-4,0.0085156669669927,0.9861263739751416
Ghana,2018,0.10870217430027121,0.7014262958323951,0.18977113886172575,1.0039100551640487e-4,9.142549089566914e-14
Greece,2018,0.012725210330339517,8.449444537144514e-4,0.954738489891408,0.03169135532453375,4.038746665816745e-15
Guatemala,2018,0.028897111868712817,7.311410617276605e-4,0.3581165453155545,0.612225808614383,2.939313962211792e-5
Guinea,2018,0.04248205889382928,0.9513631115301249,0.0061548105858318415,1.899021409835335e-8,8.566804147175115e-20
Haiti,2018,0.04336533055553708,0.9565617968723863,7.287257163255552e-5,4.437313981520476e-13,1.2916201195551734e-25
Honduras,2018,0.05797311606346382,0.024253487126895595,0.820011288924226,0.09776208482312446,2.3062290122889623e-8
Hungary,2018,0.008892102662295742,4.11978905612748e-4,0.8028743936257212,0.18782152480101746,5.353239373402444e-12
Iceland,2018,0.001764155106271589,8.706453176460145e-10,7.162782523939705e-5,0.001807111393685955,0.9963571048041576
India,2018,0.13229773257296637,0.5646453423858132,0.30264423056330225,4.12694476269577e-4,1.648306359912384e-12
Indonesia,2018,0.7930902442686673,0.06602998281746099,0.13869127841169954,0.0021842822925966193,4.212209575655039e-6
Iraq,2018,0.04796822480604204,0.15340820104129127,0.7936647017399434,0.0049588724121608745,5.62332925283334e-13
Ireland,2018,0.0013977616547673022,5.766573794482815e-10,2.3856747672183744e-5,3.6107531033304044e-4,0.99821730571057
Israel,2018,0.0049587372535902265,2.0920504377322953e-8,2.2617025697488797e-4,0.002287027046988363,0.9925280445219422
Italy,2018,0.004338119078478956,1.6378656844996574e-5,0.26246617282294576,0.7331793181515897,1.1290140235329257e-8
Jamaica,2018,0.006270881948609602,1.126996602346801e-4,0.2983982662544147,0.6952179621599528,1.8997678819147646e-7
